"person";"skill";"category"
"1029";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1029";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"1029";"Prozessmanagement";"Beratung"
"1029";"IT Consulting";"Beratung"
"1029";"Englisch";"Sprachen"
"1029";"Windows 10";"Betriebssystem"
"1029";"Angular (2 und höher)";"Webentwicklung"
"1029";"ShellScripting";"Technik/Tools"
"1029";"Docker";"Technik/Tools"
"1029";"Caddy";"Applikationsserver"
"1029";"Redux";"Webentwicklung"
"1029";"RxJS";"Webentwicklung"
"1029";"Design Systems";"Methoden und Praktiken"
"1029";"Jest";"Webentwicklung"
"1029";"Mockito";"Sonstige"
"1029";"Apache";"Applikationsserver"
"1029";"Adobe Photoshop";"UX/UI Tools"
"1029";"Keycloak";"Sonstige"
"1029";"Canvas";"Webentwicklung"
"1029";"Testing Library";"Webentwicklung"
"1029";"Styled Components";"Webentwicklung"
"1029";"vs code";"Sonstige"
"1029";"Vue.js";"Webentwicklung"
"1029";"TypeScript";"JavaScript Frameworks"
"1029";"JavaScript";"Programmiersprachen / Scriptsprachen"
"1029";"CSS";"Webentwicklung"
"1029";"SQL";"Datenbank"
"1029";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"1029";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"1029";"JIRA";"Issue Management"
"1029";"PHP";"Webentwicklung"
"1029";"Magento";"Webentwicklung"
"1029";"Storybook";"Webentwicklung"
"1029";"React";"Webentwicklung"
"1029";"Figma";"UX/UI Tools"
"1029";"Adobe Illustrator";"UX/UI Tools"
"1029";"Adobe InDesign";"UX/UI Tools"
"1032";"AngularJS";"Webentwicklung"
"1032";"MAC OS X";"Betriebssystem"
"1032";"MySQL";"Datenbank"
"1032";"Ruby";"Programmiersprachen / Scriptsprachen"
"1032";"Entwurfsmuster";"Entwicklung"
"1032";"PhpStorm";"Umgebungen"
"1032";"Node.js";"JavaScript Frameworks"
"1032";"Angular Generalist";"JavaScript Frameworks"
"1032";"jQuery";"Webentwicklung"
"1032";"Jasmine";"JavaScript Frameworks"
"1032";"prototype";"JavaScript Frameworks"
"1032";"MooTools";"JavaScript Frameworks"
"1032";"XML/XSL";"Standards"
"1032";"REST";"Standards"
"1032";"Bugzilla";"Issue Management"
"1032";"Teamviewer";"Dienste"
"1032";"FileZilla";"Dienste"
"1032";"HTML";"Webentwicklung"
"1032";"HTML5";"Webentwicklung"
"1032";"xHTML";"Webentwicklung"
"1032";"Ajax";"Webentwicklung"
"1032";"PHP/Horde";"Webentwicklung"
"1032";"Dojo Toolkit";"Webentwicklung"
"1032";"JSON";"Webentwicklung"
"1032";"osCommerce";"Webentwicklung"
"1032";"xtCommerce";"Webentwicklung"
"1032";"TYPO3 Generalist";"TYPO3"
"1032";"Fluid Templates";"TYPO3"
"1032";"TeamCity";"CI/CD, Build- und Versionskontrollsysteme"
"1032";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"1032";"Dreamweaver";"Produkterfahrung"
"1032";"Fireworks";"Produkterfahrung"
"1032";"OpenOffice / LibreOffice";"Produkterfahrung"
"1032";"Adobe Indesign";"Grafik/Design"
"1032";"Adobe Flash";"Grafik/Design"
"1032";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"1032";"Test Driven Development (TDD)";"Methoden und Praktiken"
"1032";"Dependency Injection";"Methoden und Praktiken"
"1032";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1032";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1032";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1032";"Englisch";"Sprachen"
"1032";"Französisch";"Sprachen"
"1032";"Windows NT/2000/XP";"Betriebssystem"
"1032";"MAC OS 7/8/9";"Betriebssystem"
"1032";"Windows Vista";"Betriebssystem"
"1032";"Windows 7";"Betriebssystem"
"1032";"Windows Phone 7";"Betriebssystem"
"1032";"iOS";"Betriebssystem"
"1032";"Android";"Betriebssystem"
"1032";"Apple Mac OS X Server";"Betriebssystem"
"1032";"Dojo";"JavaScript Frameworks"
"1032";"ShellScripting";"Technik/Tools"
"1032";"WebServices";"Technik/Tools"
"1032";"3D-Modellierung";"Grafik/Design"
"1032";"Behaviour Driven Development (BDD)";"Methoden und Praktiken"
"1032";"Design Pattern";"Software Craftmanship"
"1032";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"1032";"Continuous Integration (CI)";"Methoden und Praktiken"
"1032";"Statische Codeanalyse";"Methoden und Praktiken"
"1032";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1032";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1032";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1032";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"1032";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"1032";"JavaScript";"Programmiersprachen / Scriptsprachen"
"1032";"CSS";"Webentwicklung"
"1032";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"1032";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"1032";"JIRA";"Issue Management"
"1032";"PHP";"Webentwicklung"
"1032";"Magento";"Webentwicklung"
"1032";"script.aculo.us";"JavaScript Frameworks"
"1032";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"1033";"Windows NT/2000/XP";"Betriebssystem"
"1033";"Windows 7";"Betriebssystem"
"1033";"Windows 8";"Betriebssystem"
"1033";"Android";"Betriebssystem"
"1033";"MySQL";"Datenbank"
"1033";"Java";"Programmiersprachen / Scriptsprachen"
"1033";"Google Android";"Java Frameworks"
"1033";"IntelliJ(Idea)";"Umgebungen"
"1033";"jQuery";"Webentwicklung"
"1033";"XML/XSL";"Standards"
"1033";"REST";"Standards"
"1033";"FileZilla";"Dienste"
"1033";"HTML";"Webentwicklung"
"1033";"PHP/Horde";"Webentwicklung"
"1033";"jQuery";"Webentwicklung"
"1033";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"1033";"OpenOffice / LibreOffice";"Produkterfahrung"
"1033";"GIMP";"Grafik/Design"
"1033";"Test Driven Development (TDD)";"Methoden und Praktiken"
"1033";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1033";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1033";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1033";"V-Modell";"Projektmanagement / Vorgehensmodelle"
"1033";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"1033";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"1033";"Englisch";"Sprachen"
"1033";"JavaScript";"Programmiersprachen / Scriptsprachen"
"1033";"SQL";"Datenbank"
"1033";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"1033";"JIRA";"Issue Management"
"1033";"PHP";"Webentwicklung"
"1035";"MySQL";"Datenbank"
"1035";"Java";"Programmiersprachen / Scriptsprachen"
"1035";"XML/XSL";"Standards"
"1035";"HTML";"Webentwicklung"
"1035";"HTML5";"Webentwicklung"
"1035";"Ajax";"Webentwicklung"
"1035";"jQuery";"Webentwicklung"
"1035";"JSON";"Webentwicklung"
"1035";"TYPO3 Generalist";"TYPO3"
"1035";"TypoScript";"Programmiersprachen / Scriptsprachen"
"1035";"Extensions";"TYPO3"
"1035";"Fluid Templates";"TYPO3"
"1035";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"1035";"Test Driven Development (TDD)";"Methoden und Praktiken"
"1035";"Englisch";"Sprachen"
"1035";"Windows 7";"Betriebssystem"
"1035";"Microsoft Access";"Datenbank"
"1035";"MongoDB";"Datenbank"
"1035";".NET Framework";".NET Frameworks und Tools"
"1035";"PhpStorm";"Umgebungen"
"1035";"Node.js";"JavaScript Frameworks"
"1035";"Angular Generalist";"JavaScript Frameworks"
"1035";"REST";"Standards"
"1035";"SSL";"Standards"
"1035";"Open SSH";"Dienste"
"1035";"FileZilla";"Dienste"
"1035";"xHTML";"Webentwicklung"
"1035";"OpenOffice / LibreOffice";"Produkterfahrung"
"1035";"GIMP";"Grafik/Design"
"1035";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"1035";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1035";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1035";"Wasserfallmodel";"Projektmanagement / Vorgehensmodelle"
"1035";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"1035";"Ubuntu";"Betriebssystem"
"1035";"Vue.js";"Webentwicklung"
"1035";"JavaScript";"Programmiersprachen / Scriptsprachen"
"1035";"CSS";"Webentwicklung"
"1035";"SQL";"Datenbank"
"1035";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"1035";"JIRA";"Issue Management"
"1035";"PHP";"Webentwicklung"
"1035";"Deutsch";"Sprachen"
"1038";"Windows NT/2000/XP";"Betriebssystem"
"1038";"Sun Solaris";"Betriebssystem"
"1038";"SUSE Linux";"Betriebssystem"
"1038";"RedHat Linux";"Betriebssystem"
"1038";"Symbian";"Betriebssystem"
"1038";"MAC OS 7/8/9";"Betriebssystem"
"1038";"MAC OS X";"Betriebssystem"
"1038";"PalmOS";"Betriebssystem"
"1038";"iOS";"Betriebssystem"
"1038";"Microsoft SQL Server";"Datenbank"
"1038";"Oracle";"Datenbank"
"1038";"MySQL";"Datenbank"
"1038";"SQL-Scripte";"Datenbank"
"1038";"Java";"Programmiersprachen / Scriptsprachen"
"1038";"C/C++";"Programmiersprachen / Scriptsprachen"
"1038";"C#";"Programmiersprachen / Scriptsprachen"
"1038";"VB/VBA";"Programmiersprachen / Scriptsprachen"
"1038";"Assembler";"Programmiersprachen / Scriptsprachen"
"1038";"PL/SQL";"Programmiersprachen / Scriptsprachen"
"1038";"Entwurfsmuster";"Entwicklung"
"1038";"Swing";"Java Frameworks"
"1038";"Oracle XDK";"Java Frameworks"
"1038";"JSP";"Java Frameworks"
"1038";"Java EE";"Java Frameworks"
"1038";"Java ME";"Java Frameworks"
"1038";"Struts (bis Version 1.3)";"Java Frameworks"
"1038";"JUnit";"Java Frameworks"
"1038";"Struts 2";"Java Frameworks"
"1038";"Castor";"Java Frameworks"
"1038";"TopLink";"Java Frameworks"
"1038";"Hibernate";"Java Frameworks"
"1038";"Log4J";"Java Frameworks"
"1038";"Cocoon";"Java Frameworks"
"1038";"Jakarta Commons";"Java Frameworks"
"1038";"Phyton /Jython";"Java Frameworks"
"1038";"Velocity";"Java Frameworks"
"1038";"GEF";"Java Frameworks"
"1038";"JSF";"Java Frameworks"
"1038";"TestNG";"Java Frameworks"
"1038";"Spring";"Java Frameworks"
"1038";"Servlet/JSP";"Java Frameworks"
"1038";"EJB 3";"Java Frameworks"
"1038";"JDBC";"Java Frameworks"
"1038";"Swing";"Java Frameworks"
"1038";"SWT";"Java Frameworks"
"1038";"Xerces";"Java Frameworks"
"1038";"JBuilder";"Umgebungen"
"1038";"CBuilder";"Umgebungen"
"1038";"NetBeans";"Umgebungen"
"1038";"Poseidon";"Umgebungen"
"1038";"Team Developer";"Umgebungen"
"1038";"Ultra Edit";"Umgebungen"
"1038";"Workbench";"Umgebungen"
"1038";"Sofon";"Umgebungen"
"1038";"Oracle Forms";"Umgebungen"
"1038";"IntelliJ(Idea)";"Umgebungen"
"1038";"XML/XSL";"Standards"
"1038";"SOAP";"Standards"
"1038";"CORBA";"Standards"
"1038";"SSL";"Standards"
"1038";"Bugzilla";"Issue Management"
"1038";"Weblogic";"Applikationsserver"
"1038";"IBM WebSphere";"Applikationsserver"
"1038";"JBoss";"Applikationsserver"
"1038";"Tomcat";"Applikationsserver"
"1038";"Oracle AS";"Applikationsserver"
"1038";"JRun";"Applikationsserver"
"1038";"Apache";"Applikationsserver"
"1038";"Internet Information Services (IIS)";"Applikationsserver"
"1038";"SendMail";"Dienste"
"1038";"samba";"Dienste"
"1038";"UML";"Technik/Tools"
"1038";"ShellScripting";"Technik/Tools"
"1038";"X11/XWindows";"Technik/Tools"
"1038";"Citrix";"Technik/Tools"
"1038";"Mozilla FW";"Technik/Tools"
"1038";"Service Oriented Architecture (SOA)";"Technik/Tools"
"1038";"HTML";"Webentwicklung"
"1038";"Ajax";"Webentwicklung"
"1038";"PHP/Horde";"Webentwicklung"
"1038";"jQuery";"Webentwicklung"
"1038";"JSON";"Webentwicklung"
"1038";"WebObjects";"Webentwicklung"
"1038";"TYPO3 Generalist";"TYPO3"
"1038";"CVS";"CI/CD, Build- und Versionskontrollsysteme"
"1038";"Perforce";"CI/CD, Build- und Versionskontrollsysteme"
"1038";"Visual Source Safe";"CI/CD, Build- und Versionskontrollsysteme"
"1038";"Ant";"CI/CD, Build- und Versionskontrollsysteme"
"1038";"Jenkins";"CI/CD, Build- und Versionskontrollsysteme"
"1038";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"1038";"Crystal Reports";"Produkterfahrung"
"1038";"Quark Express";"Produkterfahrung"
"1038";"Adobe Premiere";"Produkterfahrung"
"1038";"Dreamweaver";"Produkterfahrung"
"1038";"OpenOffice / LibreOffice";"Produkterfahrung"
"1038";"TOAD";"Produkterfahrung"
"1038";"Homesite";"Produkterfahrung"
"1038";"After Effects";"Produkterfahrung"
"1038";"Corel Draw";"Grafik/Design"
"1038";"Adobe Flash";"Grafik/Design"
"1038";"Aspektorientierte Programmierung (AOP)";"Methoden und Praktiken"
"1038";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"1038";"Test Driven Development (TDD)";"Methoden und Praktiken"
"1038";"Dependency Injection";"Methoden und Praktiken"
"1038";"Continuous Integration (CI)";"Methoden und Praktiken"
"1038";"Rational Rose";"Modellierungswerkzeuge"
"1038";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1038";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1038";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1038";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1038";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1038";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1038";"Softwareeinführung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1038";"MS Project";"Projektmanagement / Vorgehensmodelle"
"1038";"inubit BPM-Suite";"BPM (Business Process Modelling)"
"1038";"Prozessmanagement";"Beratung"
"1038";"IT Consulting";"Beratung"
"1038";"SAP";"ERP"
"1038";"Englisch";"Sprachen"
"1038";"Französisch";"Sprachen"
"1038";"Solr";"SAP Commerce"
"1038";"PostgreSQL";"Datenbank"
"1038";"MongoDB";"Datenbank"
"1038";"HTML5";"Webentwicklung"
"1038";"Behaviour Driven Development (BDD)";"Methoden und Praktiken"
"1038";"Design Pattern";"Software Craftmanship"
"1038";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"1038";"BPMN";"BPM (Business Process Modelling)"
"1038";"Docker";"Technik/Tools"
"1038";"JavaScript";"Programmiersprachen / Scriptsprachen"
"1038";"CSS";"Webentwicklung"
"1038";"SQL";"Datenbank"
"1038";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"1038";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"1038";"JIRA";"Issue Management"
"1038";"Maven";"CI/CD, Build- und Versionskontrollsysteme"
"1038";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"1038";"Visual Studio";"Umgebungen"
"1041";"Windows NT/2000/XP";"Betriebssystem"
"1041";"Debian";"Betriebssystem"
"1041";"Symbian";"Betriebssystem"
"1041";"Windows Vista";"Betriebssystem"
"1041";"Windows 7";"Betriebssystem"
"1041";"Windows Server 2008";"Betriebssystem"
"1041";"iOS";"Betriebssystem"
"1041";"Android";"Betriebssystem"
"1041";"Microsoft SQL Server";"Datenbank"
"1041";"MySQL";"Datenbank"
"1041";"Java";"Programmiersprachen / Scriptsprachen"
"1041";"C/C++";"Programmiersprachen / Scriptsprachen"
"1041";"VB/VBA";"Programmiersprachen / Scriptsprachen"
"1041";"Groovy";"Programmiersprachen / Scriptsprachen"
"1041";"Entwurfsmuster";"Entwicklung"
"1041";"Swing";"Java Frameworks"
"1041";"Google Android";"Java Frameworks"
"1041";"JSP";"Java Frameworks"
"1041";"Java EE";"Java Frameworks"
"1041";"JUnit";"Java Frameworks"
"1041";"Hibernate";"Java Frameworks"
"1041";"Log4J";"Java Frameworks"
"1041";"Velocity";"Java Frameworks"
"1041";"Spring";"Java Frameworks"
"1041";"Servlet/JSP";"Java Frameworks"
"1041";"JDBC";"Java Frameworks"
"1041";"Swing";"Java Frameworks"
"1041";"IntelliJ(Idea)";"Umgebungen"
"1041";"jQuery";"Webentwicklung"
"1041";"XML/XSL";"Standards"
"1041";"SOAP";"Standards"
"1041";"REST";"Standards"
"1041";"Tomcat";"Applikationsserver"
"1041";"Apache";"Applikationsserver"
"1041";"nginx";"Applikationsserver"
"1041";"Open SSH";"Dienste"
"1041";"samba";"Dienste"
"1041";"Teamviewer";"Dienste"
"1041";"FileZilla";"Dienste"
"1041";"OpenGL";"Technik/Tools"
"1041";"UML";"Technik/Tools"
"1041";"HTML";"Webentwicklung"
"1041";"HTML5";"Webentwicklung"
"1041";"Ajax";"Webentwicklung"
"1041";"JSON";"Webentwicklung"
"1041";"Ant";"CI/CD, Build- und Versionskontrollsysteme"
"1041";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"1041";"Adobe Premiere";"Produkterfahrung"
"1041";"OpenOffice / LibreOffice";"Produkterfahrung"
"1041";"After Effects";"Produkterfahrung"
"1041";"3D-Modellierung";"Grafik/Design"
"1041";"Adobe Indesign";"Grafik/Design"
"1041";"Adobe Flash";"Grafik/Design"
"1041";"Aspektorientierte Programmierung (AOP)";"Methoden und Praktiken"
"1041";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"1041";"Test Driven Development (TDD)";"Methoden und Praktiken"
"1041";"Behaviour Driven Development (BDD)";"Methoden und Praktiken"
"1041";"Design Pattern";"Software Craftmanship"
"1041";"Dependency Injection";"Methoden und Praktiken"
"1041";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"1041";"Continuous Integration (CI)";"Methoden und Praktiken"
"1041";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1041";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1041";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1041";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1041";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1041";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1041";"Englisch";"Sprachen"
"1041";"B2B Accelerator Experience";"SAP Commerce"
"1041";"Odata";"SAP Commerce"
"1041";"Omni Commerce Connect (OCC) Rest APIs";"SAP Commerce"
"1041";"WCMS";"SAP Commerce"
"1041";"Solr";"SAP Commerce"
"1041";"SAP Commerce Cloud V2";"SAP Commerce"
"1041";"B2C Accelerator Experience";"SAP Commerce"
"1041";"Payments";"SAP Commerce"
"1041";"Angular (2 und höher)";"Webentwicklung"
"1041";"CSS";"Webentwicklung"
"1041";"Promotion / Drools Engine";"SAP Commerce"
"1041";"SQL";"Datenbank"
"1041";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"1041";"JIRA";"Issue Management"
"1041";"Hybris";"SAP Commerce"
"1041";"Maven";"CI/CD, Build- und Versionskontrollsysteme"
"1041";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"1041";"Visual Studio";"Umgebungen"
"1043";"AngularJS";"Webentwicklung"
"1043";"Windows NT/2000/XP";"Betriebssystem"
"1043";"SUSE Linux";"Betriebssystem"
"1043";"Debian";"Betriebssystem"
"1043";"PocketPC";"Betriebssystem"
"1043";"MAC OS X";"Betriebssystem"
"1043";"PalmOS";"Betriebssystem"
"1043";"PostgreSQL";"Datenbank"
"1043";"MySQL";"Datenbank"
"1043";"SQL-Scripte";"Datenbank"
"1043";"Java";"Programmiersprachen / Scriptsprachen"
"1043";"JSP";"Java Frameworks"
"1043";"prototype";"JavaScript Frameworks"
"1043";"ExtJs";"JavaScript Frameworks"
"1043";"XML/XSL";"Standards"
"1043";"SOAP";"Standards"
"1043";"Bugzilla";"Issue Management"
"1043";"Mantis";"Issue Management"
"1043";"Apache";"Applikationsserver"
"1043";"Postfix";"Dienste"
"1043";"samba";"Dienste"
"1043";"vnc";"Dienste"
"1043";"HTML";"Webentwicklung"
"1043";"HTML5";"Webentwicklung"
"1043";"xHTML";"Webentwicklung"
"1043";"Ajax";"Webentwicklung"
"1043";"PHP/Horde";"Webentwicklung"
"1043";"jQuery";"Webentwicklung"
"1043";"JSON";"Webentwicklung"
"1043";"TYPO3 Generalist";"TYPO3"
"1043";"TypoScript";"Programmiersprachen / Scriptsprachen"
"1043";"Extensions";"TYPO3"
"1043";"Fluid Templates";"TYPO3"
"1043";"ExtBase";"TYPO3"
"1043";"CVS";"CI/CD, Build- und Versionskontrollsysteme"
"1043";"Adobe Premiere";"Produkterfahrung"
"1043";"Adobe Indesign";"Grafik/Design"
"1043";"Corel Draw";"Grafik/Design"
"1043";"Adobe Flash";"Grafik/Design"
"1043";"Test Driven Development (TDD)";"Methoden und Praktiken"
"1043";"Dependency Injection";"Methoden und Praktiken"
"1043";"Englisch";"Sprachen"
"1043";"nginx";"Applikationsserver"
"1043";"iOS";"Betriebssystem"
"1043";"Node.js";"JavaScript Frameworks"
"1043";"Symfony";"PHP"
"1043";"Ultra Edit";"Umgebungen"
"1043";"Aptana";"Umgebungen"
"1043";"osCommerce";"Webentwicklung"
"1043";"xtCommerce";"Webentwicklung"
"1043";"IT Consulting";"Beratung"
"1043";"Nuxt";"Sonstige"
"1043";"PhpStorm";"Umgebungen"
"1043";"Microsoft Office";"Produkterfahrung"
"1043";"Microsoft Teams";"Produkterfahrung"
"1043";"Mural";"Produkterfahrung"
"1043";"Symfony";"PHP"
"1043";"varnish";"Sonstige"
"1043";"Nuxt";"Sonstige"
"1043";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"1043";"PHPUnit";"PHP"
"1043";"Nuxt";"Sonstige"
"1043";"Adobe Photoshop";"UX/UI Tools"
"1043";"Adobe Illustrator";"UX/UI Tools"
"1043";"Vue.js";"Webentwicklung"
"1043";"JavaScript";"Programmiersprachen / Scriptsprachen"
"1043";"CSS";"Webentwicklung"
"1043";"SQL";"Datenbank"
"1043";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"1043";"JIRA";"Issue Management"
"1043";"PHP";"Webentwicklung"
"1043";"Magento";"Webentwicklung"
"1043";"script.aculo.us";"JavaScript Frameworks"
"1043";"Subversion";"CI/CD, Build- und Versionskontrollsysteme"
"1047";"HTML5";"Webentwicklung"
"1047";"Vue.js";"Webentwicklung"
"1047";"TypeScript";"JavaScript Frameworks"
"1047";"JavaScript";"Programmiersprachen / Scriptsprachen"
"1047";"SCSS";"Webentwicklung"
"1052";"Dokumentation";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1052";"Implementierung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1052";"Softwaretests";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1052";"Clean Code";"Software Craftmanship"
"1052";"CI/CD Entwicklung";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1052";"GIT";"CI/CD, Build- und Versionskontrollsysteme"
"1052";"MySQL";"Datenbank"
"1052";"PostgreSQL";"Datenbank"
"1052";"Englisch";"Sprachen"
"1052";"Docker";"Technik/Tools"
"1052";"DHCP";"Dienste"
"1052";"KANBAN";"Projektmanagement / Vorgehensmodelle"
"1052";"Gitlab";"CI/CD, Build- und Versionskontrollsysteme"
"1052";"MongoDB";"Datenbank"
"1052";"DNS";"Dienste"
"1052";"OAuth";"Dienste"
"1052";"Anforderungsanalyse";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1052";"Qualitätsmanagement";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1052";"Softwaredesign/-architektur";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1052";"Entwurfsmuster";"Entwicklung"
"1052";"Microservices";"Entwicklung"
"1052";"Softwarearchitektur";"Entwicklung"
"1052";"Testautomatisierung";"Entwicklung"
"1052";"Hibernate";"Java Frameworks"
"1052";"JDBC";"Java Frameworks"
"1052";"JUnit";"Java Frameworks"
"1052";"Log4J";"Java Frameworks"
"1052";"Spring";"Java Frameworks"
"1052";"Spring Boot";"Java Frameworks"
"1052";"Agile Methoden";"Methoden und Praktiken"
"1052";"Continuous Integration (CI)";"Methoden und Praktiken"
"1052";"Dependency Injection";"Methoden und Praktiken"
"1052";"Objektrelationale Abbildung (ORM)";"Methoden und Praktiken"
"1052";"Statische Codeanalyse";"Methoden und Praktiken"
"1052";"Test Driven Development (TDD)";"Methoden und Praktiken"
"1052";"Unit Tests (Komponententests)";"Methoden und Praktiken"
"1052";"visual paradigm";"Modellierungswerkzeuge"
"1052";"Assembler";"Programmiersprachen / Scriptsprachen"
"1052";"C/C++";"Programmiersprachen / Scriptsprachen"
"1052";"Go";"Programmiersprachen / Scriptsprachen"
"1052";"Java";"Programmiersprachen / Scriptsprachen"
"1052";"Markdown ";"Programmiersprachen / Scriptsprachen"
"1052";"Python";"Programmiersprachen / Scriptsprachen"
"1052";"Prototyping";"Einsatzfelder / Erfahrungen / Schwerpunkte"
"1052";"Design Pattern";"Software Craftmanship"
"1052";"Confluence";"Sonstige"
"1052";"Domain Driven Design";"Methoden und Praktiken"
"1052";"InfluxDB";"Sonstige"
"1052";"Keycloak";"Sonstige"
"1052";"Liquibase";"Sonstige"
"1052";"Mockito";"Sonstige"
"1052";"OpenAPI";"Sonstige"
"1052";"Quarkus";"Sonstige"
"1052";"Rust";"Sonstige"
"1052";"YAML";"Sonstige"
"1052";"SSL";"Standards"
"1052";"TCP/IP";"Standards"
"1052";"XML/XSL";"Standards"
"1052";"Kubernetes";"Technik/Tools"
"1052";"UML";"Technik/Tools"
"1052";"IntelliJ(Idea)";"Umgebungen"
"1052";"JavaScript";"Programmiersprachen / Scriptsprachen"
"1052";"SQL";"Datenbank"
"1052";"MariaDB";"Datenbank"
"1052";"Projektmanagement";"Projektmanagement / Vorgehensmodelle"
"1052";"Anforderungsmanagement";"Projektmanagement / Vorgehensmodelle"
"1052";"SCRUM";"Projektmanagement / Vorgehensmodelle"
"1052";"JIRA";"Issue Management"
"1052";"Deutsch";"Sprachen"
"1052";"Cypress";"Webentwicklung"
"1052";"Gitlab CI";"CI/CD, Build- und Versionskontrollsysteme"
"1052";"Spring-JPA";"Java Frameworks"
"1052";"Maven";"CI/CD, Build- und Versionskontrollsysteme"
"1053";"AngularJS";"Webentwicklung"
"1053";"nginx";"Applikationsserver"
"1053";"Apache";"Applikationsserver"
"1053";"Symfony";"PHP"
"1053";"Debian";"Betriebssystem"
"1053";"PostgreSQL";"Datenbank"
"1053";"MySQL";"Datenbank"
"1053";"LDAP";"Datenbank"
"1053";"MongoDB";"Datenbank"
"1053";"Java";"Programmiersprachen / Scriptsprachen"
"1053";"C/C++";"Programmiersprachen / Scriptsprachen"
"1053";"C#";"Programmiersprachen / Scriptsprachen"
"1053";"Assembler";"Programmiersprachen / Scriptsprachen"
"1053";"Entwurfsmuster";"Entwicklung"
"1053";"PhpStorm";"Umgebungen"
"1053";"Internet Information Services (IIS)";"Applikationsserver"
"1053";"Open SSH";"Dienste"
"1053";"DHCP";"Dienste"
"1053";"DNS";"Dienste"
